date,open,high,low,close,volume
2018-03-28,576.0,592.48,560.5,566.43,1692143
2018-04-02,563.85,577.5,559.0,574.63,176365
2018-04-03,570.5,573.5,563.18,564.3,57565
2018-04-04,565.0,570.0,557.5,557.95,81682
2018-04-05,561.0,565.63,554.75,556.98,74994
2018-04-06,551.75,559.43,550.03,551.43,73013
2018-04-09,550.25,556.0,550.25,552.23,59514
2018-04-10,554.9,555.0,546.03,551.15,53653
2018-04-11,551.0,553.0,547.5,548.65,39956
2018-04-12,548.0,549.03,540.05,543.08,54719
2018-04-13,557.5,575.0,552.55,561.53,144882
2018-04-16,562.5,579.95,562.0,573.95,135266
2018-04-17,578.5,582.0,571.0,573.2,61793
2018-04-18,577.0,577.5,562.5,565.0,41959
2018-04-19,569.0,576.7,564.55,570.53,50624
2018-04-20,570.6,572.95,559.0,562.78,34939
2018-04-23,566.0,574.5,561.18,565.65,39907
2018-04-24,568.98,572.25,565.0,565.4,30039
2018-04-25,565.5,572.95,561.43,562.73,34914
2018-04-26,563.5,569.0,562.5,565.23,16390
2018-04-27,566.33,567.48,561.0,562.9,16572
2018-04-30,567.2,567.2,559.5,562.18,18615
2018-05-02,559.5,565.98,555.63,557.13,18861
2018-05-03,557.03,557.5,544.6,547.5,19044
2018-05-04,552.5,552.5,545.0,546.78,12282
2018-05-07,545.25,561.03,541.03,554.08,21116
2018-05-08,552.6,559.45,549.5,552.18,12620
2018-05-09,550.0,551.98,545.0,546.73,9761
2018-05-10,545.0,545.93,542.0,542.78,12712
2018-05-11,543.75,545.5,535.58,541.6,16119
2018-05-14,541.0,543.98,532.0,533.23,17672
2018-05-15,537.5,541.83,525.75,527.68,15397
2018-05-16,527.25,528.95,521.5,522.15,103139
2018-05-17,523.0,525.33,516.48,519.88,9501
2018-05-18,522.0,522.0,515.03,516.43,11552
2018-05-21,515.98,515.98,504.5,510.68,25664
2018-05-22,512.5,514.5,505.63,510.98,10808
2018-05-23,510.0,512.0,503.0,507.83,11985
2018-05-24,507.5,507.58,502.53,504.38,10278
2018-05-25,504.0,512.5,502.78,511.38,13915
2018-05-28,510.0,527.5,510.0,521.18,22850
2018-05-29,517.5,525.5,517.5,524.35,8519
2018-05-30,521.5,549.0,505.5,540.68,84558
2018-05-31,542.5,549.48,523.25,528.55,342352
2018-06-01,525.0,525.03,513.78,514.93,15574
2018-06-04,520.0,520.03,507.5,509.28,10423
2018-06-05,509.5,509.53,494.98,496.88,21152
2018-06-06,495.0,502.18,494.5,498.45,9344
2018-06-07,498.0,505.0,498.0,499.78,10757
2018-06-08,497.78,499.48,493.75,495.23,13521
2018-06-11,495.28,497.35,492.0,493.55,14867
2018-06-12,493.75,496.0,484.35,486.88,23112
2018-06-13,484.0,489.98,481.75,482.23,19326
2018-06-14,480.0,504.0,474.53,486.55,206279
2018-06-15,485.03,487.5,480.0,484.25,13532
2018-06-18,483.0,484.25,472.83,474.43,16102
2018-06-19,473.53,475.48,464.43,465.1,17843
2018-06-20,465.5,467.98,461.5,462.55,15275
2018-06-21,462.55,463.5,455.5,456.0,17703
2018-06-22,455.55,460.48,448.0,457.2,27953
2018-06-25,455.0,456.98,449.0,450.5,10004
2018-06-26,448.0,448.5,442.53,443.53,18084
2018-06-27,440.0,442.7,430.0,432.65,27245
2018-06-28,430.03,430.03,420.0,421.95,22852
2018-06-29,421.98,425.0,421.5,422.2,13304
2018-07-02,422.1,439.48,416.58,429.25,19490
2018-07-03,428.5,429.25,421.03,422.18,9325
2018-07-04,420.55,423.38,417.5,418.38,10745
2018-07-05,417.5,419.93,413.0,414.0,8342
2018-07-06,412.5,417.9,412.0,414.38,13966
2018-07-09,415.0,416.3,410.03,411.28,9711
2018-07-10,410.0,427.95,410.0,424.05,21632
2018-07-11,423.63,424.98,417.78,419.68,9271
2018-07-12,419.68,424.48,414.0,415.8,7686
2018-07-13,413.53,420.43,409.03,413.38,13018
2018-07-16,409.6,411.9,406.0,406.8,9231
2018-07-17,405.5,411.33,404.0,408.13,19543
2018-07-18,406.45,407.45,400.78,402.08,9934
2018-07-19,402.0,404.5,395.78,396.73,12861
2018-07-20,396.98,396.98,390.0,392.53,18485
2018-07-23,390.03,392.43,385.03,386.6,14579
2018-07-24,387.0,393.8,386.0,391.1,12350
2018-07-25,391.5,399.05,391.5,392.98,11238
2018-07-26,391.0,397.5,387.5,391.03,13927
2018-07-27,389.5,398.08,389.5,394.65,12994
2018-07-30,395.5,451.9,395.5,445.1,138791
2018-07-31,449.5,488.45,448.5,484.3,301818
2018-08-01,489.0,495.45,479.18,489.98,116555
2018-08-02,485.98,488.95,469.4,478.78,31952
2018-08-03,480.0,488.1,475.0,481.43,18142
2018-08-06,486.25,486.25,471.93,477.83,20839
2018-08-07,472.5,501.2,472.5,486.6,59419
2018-08-08,490.98,492.0,483.03,486.33,15809
2018-08-09,482.5,506.5,480.08,493.05,52752
2018-08-10,493.0,494.0,484.4,488.4,15756
2018-08-13,478.43,499.5,478.43,491.93,72261
2018-08-14,491.5,491.5,480.55,481.35,10861
2018-08-16,481.0,483.35,468.03,470.5,10327
2018-08-17,475.5,479.85,462.68,467.73,12414
2018-08-20,463.03,468.45,461.53,461.98,11923
2018-08-21,461.5,462.95,455.05,457.05,8049
2018-08-23,460.0,462.4,450.13,454.68,12296
2018-08-24,454.88,457.45,445.5,447.58,8489
2018-08-27,462.5,466.43,457.45,460.05,18614
2018-08-28,460.05,460.05,447.5,448.98,13043
2018-08-29,450.03,453.83,446.0,448.48,6930
2018-08-30,446.03,451.05,442.5,448.33,7049
2018-08-31,446.3,450.0,444.28,446.13,7753
2018-09-03,450.0,450.0,442.5,447.8,10186
2018-09-04,447.53,450.0,442.58,443.88,7890
2018-09-05,441.0,444.93,431.0,434.35,8304
2018-09-06,434.5,442.48,427.55,432.63,9746
2018-09-07,432.5,469.4,427.55,461.0,108865
2018-09-10,461.0,472.53,461.0,465.23,32206
2018-09-11,468.8,468.8,455.0,455.88,12173
2018-09-12,455.0,460.0,450.0,452.3,7726
2018-09-14,455.0,467.25,454.9,466.15,23940
2018-09-17,460.0,480.0,459.0,476.58,35402
2018-09-18,477.5,484.08,466.48,480.68,22750
2018-09-19,472.78,479.98,466.0,467.38,7260
2018-09-21,467.38,474.5,445.0,452.88,30354
2018-09-24,456.48,465.28,432.75,435.95,10764
